	Protien	Hits
63440	LOC_Os08g43150.1	4
63441	LOC_Os09g29270.1	4
63442	LOC_Os06g49610.1	4
63443	LOC_Os08g10110.1	4
63444	LOC_Os04g53420.1	4
63445	LOC_Os04g47912.1	4
63446	LOC_Os07g25830.1	4
63447	LOC_Os05g24180.1	4
63448	LOC_Os01g14530.1	4
63449	LOC_Os05g35800.1	4
63450	LOC_Os01g56100.1	4
63451	LOC_Os11g26090.1	4
63452	LOC_Os07g35920.1	4
63453	LOC_Os01g53470.1	4
63454	LOC_Os03g51930.2	4
63455	LOC_Os12g33780.1	4
63456	LOC_Os04g15780.1	4
63457	LOC_Os02g51270.1	4
63458	LOC_Os06g33880.1	4
63459	LOC_Os10g22190.1	4
63460	LOC_Os10g18340.2	4
63461	LOC_Os06g15840.1	4
63462	LOC_Os05g02170.1	4
63463	LOC_Os04g03130.1	4
63464	LOC_Os08g34800.1	4
63465	LOC_Os10g41692.1	4
63466	LOC_Os01g35600.1	4
63467	LOC_Os04g24710.1	4
63468	LOC_Os10g39044.1	4
63469	LOC_Os11g31080.1	4
63470	LOC_Os07g44980.1	4
63471	LOC_Os02g40140.1	4
63472	LOC_Os09g24550.1	4
63473	LOC_Os07g01970.1	4
63474	LOC_Os08g08730.1	4
63475	LOC_Os01g53690.1	4
63476	LOC_Os06g19200.1	4
63477	LOC_Os04g26630.1	4
63478	LOC_Os09g19990.1	4
63479	LOC_Os09g30462.1	4
63480	LOC_Os11g37310.1	4
63481	LOC_Os02g27910.1	4
63482	LOC_Os03g35470.1	4
63483	LOC_Os12g12610.1	4
63484	LOC_Os12g24090.1	4
63485	LOC_Os01g47520.1	4
63486	LOC_Os01g21060.1	4
63487	LOC_Os01g72360.1	4
63488	LOC_Os09g26480.1	4
63489	LOC_Os08g09870.1	4
63490	LOC_Os05g02230.1	4
63491	LOC_Os10g23004.1	4
63492	LOC_Os03g25210.1	4
63493	LOC_Os05g31990.1	4
63494	LOC_Os10g04910.1	4
63495	LOC_Os04g48250.1	4
63496	LOC_Os04g26060.1	4
63497	LOC_Os08g04600.1	4
63498	LOC_Os10g26700.2	4
63499	LOC_Os09g04290.1	4
63500	LOC_Os01g26950.1	4
63501	LOC_Os01g44100.1	4
63502	LOC_Os11g18610.1	4
63503	LOC_Os04g51809.1	4
63504	LOC_Os04g29490.1	4
63505	LOC_Os08g11320.1	4
63506	LOC_Os03g22360.1	4
63507	LOC_Os12g21860.1	4
63508	LOC_Os04g13460.1	4
63509	LOC_Os08g24520.1	4
63510	LOC_Os02g36080.1	4
63511	LOC_Os03g01420.1	4
63512	LOC_Os01g03480.1	4
63513	LOC_Os12g13250.1	4
63514	LOC_Os09g35640.1	4
63515	LOC_Os07g19480.1	4
63516	LOC_Os12g04470.1	4
63517	LOC_Os05g11670.1	4
63518	LOC_Os04g34550.1	4
63519	LOC_Os02g26370.2	4
63520	LOC_Os01g15950.1	4
63521	LOC_Os10g05140.1	4
63522	LOC_Os06g20520.1	4
63523	LOC_Os09g21540.1	4
63524	LOC_Os06g43970.1	4
63525	LOC_Os04g38710.1	4
63526	LOC_Os01g55330.1	4
63527	LOC_Os03g52360.1	4
63528	LOC_Os11g29700.2	4
63529	LOC_Os09g22140.1	4
63530	LOC_Os03g59520.1	4
63531	LOC_Os06g41610.1	4
63532	LOC_Os03g08114.2	4
63533	LOC_Os03g47920.1	4
63534	LOC_Os02g26300.1	4
63535	LOC_Os05g16540.1	4
63536	LOC_Os04g48470.1	4
63537	LOC_Os11g19440.1	4
63538	LOC_Os07g26440.2	4
63539	LOC_Os06g37870.1	4
63540	LOC_Os03g14254.1	4
63541	LOC_Os09g25340.1	4
63542	LOC_Os05g02260.3	4
63543	LOC_Os03g55920.1	4
63544	LOC_Os05g36080.1	4
63545	LOC_Os04g11110.1	4
63546	LOC_Os01g60720.1	4
63547	LOC_Os12g15330.1	4
63548	LOC_Os06g03150.1	4
63549	LOC_Os08g22550.1	4
63550	LOC_Os04g02570.1	4
63551	LOC_Os12g32190.1	4
63552	LOC_Os09g21720.1	4
63553	LOC_Os04g28710.1	4
63554	LOC_Os02g14420.1	4
63555	LOC_Os05g37720.1	4
63556	LOC_Os06g36380.1	4
63557	LOC_Os11g41390.1	4
63558	LOC_Os09g32880.1	4
63559	LOC_Os02g03380.1	4
63560	LOC_Os05g37990.1	4
63561	LOC_Os08g26530.1	4
63562	LOC_Os10g16920.1	4
63563	LOC_Os07g37370.1	4
63564	LOC_Os12g38480.2	4
63565	LOC_Os04g41890.1	4
63566	LOC_Os03g04230.1	4
63567	LOC_Os11g20140.1	4
63568	LOC_Os09g21240.1	4
63569	LOC_Os01g52760.1	4
63570	LOC_Os03g45890.1	4
63571	ChrSy.fgenesh.mRNA.36	4
63572	LOC_Os10g26820.1	4
63573	LOC_Os03g45310.1	4
63574	LOC_Os09g21010.1	4
63575	LOC_Os06g34080.1	4
63576	LOC_Os03g46674.1	4
63577	LOC_Os04g54910.1	4
63578	LOC_Os04g06560.1	4
63579	LOC_Os12g01574.1	4
63580	LOC_Os05g29070.1	4
63581	LOC_Os03g24410.1	4
63582	LOC_Os03g17830.1	4
63583	LOC_Os06g15830.1	4
63584	LOC_Os06g16340.1	4
63585	LOC_Os12g31550.1	4
63586	LOC_Os09g06960.1	4
63587	LOC_Os01g29200.1	4
63588	LOC_Os07g46430.1	4
63589	LOC_Os09g17590.1	4
63590	LOC_Os11g16710.1	4
63591	LOC_Os10g14840.1	4
63592	LOC_Os05g15480.1	4
63593	LOC_Os03g31634.1	4
63594	LOC_Os07g23670.1	4
63595	LOC_Os03g30700.1	4
63596	LOC_Os05g35230.1	4
63597	LOC_Os04g04600.1	4
63598	LOC_Os05g42930.1	4
63599	LOC_Os04g29610.1	4
63600	LOC_Os01g18410.1	4
63601	LOC_Os01g26130.4	4
63602	LOC_Os12g12320.1	4
63603	LOC_Os07g35760.1	4
63604	LOC_Os02g27980.1	4
63605	LOC_Os05g18810.1	4
63606	LOC_Os06g19360.1	4
63607	LOC_Os07g43070.1	4
63608	LOC_Os10g26750.1	4
63609	LOC_Os08g11130.1	4
63610	LOC_Os11g06130.4	4
63611	LOC_Os11g43170.1	4
63612	LOC_Os11g44220.1	4
63613	LOC_Os07g14710.1	4
63614	LOC_Os10g15279.1	4
63615	LOC_Os12g13710.1	4
63616	LOC_Os02g21680.1	4
63617	LOC_Os12g15510.1	4
63618	LOC_Os06g46990.1	4
63619	LOC_Os12g12280.1	4
63620	LOC_Os08g02900.1	4
63621	LOC_Os11g12510.1	4
63622	LOC_Os04g28970.1	4
63623	LOC_Os12g09200.1	4
63624	LOC_Os12g17230.1	4
63625	LOC_Os08g43630.1	4
63626	LOC_Os07g20400.1	4
63627	LOC_Os05g03510.1	4
63628	LOC_Os05g34990.1	4
63629	LOC_Os02g29490.1	4
63630	LOC_Os11g43000.1	4
63631	LOC_Os11g44290.1	4
63632	LOC_Os01g60930.1	4
63633	LOC_Os03g62570.1	4
63634	LOC_Os10g39370.1	4
63635	LOC_Os03g38880.1	4
63636	LOC_Os01g15680.1	4
63637	LOC_Os07g22140.1	4
63638	LOC_Os12g08100.1	4
63639	LOC_Os08g35820.1	4
63640	LOC_Os01g63520.1	4
63641	LOC_Os06g49700.2	4
63642	LOC_Os10g18540.1	4
63643	LOC_Os04g42050.1	4
63644	LOC_Os05g06550.1	4
63645	LOC_Os10g39934.1	4
63646	LOC_Os01g50450.1	4
63647	LOC_Os09g12440.1	4
63648	LOC_Os05g39980.1	4
63649	LOC_Os07g18944.1	4
63650	LOC_Os07g36820.2	4
63651	LOC_Os03g01280.1	4
63652	LOC_Os09g17040.1	4
63653	LOC_Os07g12800.1	4
63654	LOC_Os12g17520.1	4
63655	LOC_Os06g46110.1	4
63656	LOC_Os08g41510.1	4
63657	LOC_Os02g52660.1	4
63658	LOC_Os06g16840.1	4
63659	LOC_Os04g20080.1	4
63660	LOC_Os07g28630.1	4
63661	LOC_Os06g13440.1	4
63662	LOC_Os01g07710.1	4
63663	LOC_Os08g07910.1	4
63664	LOC_Os05g37940.1	4
63665	LOC_Os01g35370.1	4
63666	LOC_Os05g22790.1	4
63667	LOC_Os02g12480.9	4
63668	LOC_Os01g24650.1	4
63669	LOC_Os05g16480.1	4
63670	LOC_Os01g45470.1	4
63671	LOC_Os04g11990.1	4
63672	LOC_Os11g42080.1	4
63673	LOC_Os12g09130.1	4
63674	LOC_Os08g28550.1	4
63675	LOC_Os11g19850.1	4
63676	LOC_Os06g31860.1	4
63677	LOC_Os04g25700.1	4
63678	LOC_Os01g34940.1	4
63679	LOC_Os10g25330.1	4
63680	LOC_Os07g29594.1	4
63681	LOC_Os01g13640.1	4
63682	LOC_Os06g09750.1	4
63683	LOC_Os03g37680.1	4
63684	LOC_Os03g49920.1	4
63685	LOC_Os02g37720.1	4
63686	LOC_Os10g13630.2	4
63687	LOC_Os10g39489.1	4
63688	LOC_Os08g35770.1	4
63689	LOC_Os05g04310.1	4
63690	LOC_Os01g23940.1	4
63691	LOC_Os12g22839.1	4
63692	LOC_Os09g21090.1	4
63693	LOC_Os05g31840.1	4
63694	LOC_Os12g31690.1	4
63695	LOC_Os08g36850.1	4
63696	LOC_Os03g09045.1	4
63697	LOC_Os01g36950.3	4
63698	LOC_Os11g44110.1	4
63699	LOC_Os04g12430.1	4
63700	LOC_Os04g11330.1	4
63701	LOC_Os03g05120.1	4
63702	LOC_Os03g12010.2	4
63703	LOC_Os01g35149.1	4
63704	LOC_Os11g11630.1	4
63705	LOC_Os11g24890.1	4
63706	LOC_Os11g25380.1	4
63707	LOC_Os07g15020.1	4
63708	LOC_Os08g36470.1	4
63709	LOC_Os08g09310.1	4
63710	LOC_Os10g09590.1	4
63711	LOC_Os05g22370.3	4
63712	LOC_Os05g27000.1	4
63713	LOC_Os05g38080.1	4
63714	LOC_Os08g14600.1	4
63715	LOC_Os11g44370.1	4
63716	LOC_Os02g33570.1	4
63717	LOC_Os12g29420.1	4
63718	LOC_Os08g35630.1	4
63719	LOC_Os02g50050.1	4
63720	LOC_Os03g03200.2	4
63721	LOC_Os11g02690.1	4
63722	LOC_Os07g07940.1	4
63723	LOC_Os03g33870.1	4
63724	LOC_Os10g37440.1	4
63725	LOC_Os10g19331.1	4
63726	LOC_Os10g10780.1	4
63727	LOC_Os07g42324.1	4
63728	LOC_Os09g34020.1	4
63729	LOC_Os04g31550.1	4
63730	LOC_Os07g43150.1	4
63731	LOC_Os12g11740.1	4
63732	LOC_Os03g21270.1	4
63733	LOC_Os04g17380.1	4
63734	LOC_Os09g16620.1	4
63735	LOC_Os05g50730.1	4
63736	LOC_Os03g15600.1	4
63737	LOC_Os05g24090.1	4
63738	LOC_Os03g50270.1	4
63739	LOC_Os09g14390.1	4
63740	LOC_Os04g35534.1	4
63741	LOC_Os08g07360.1	4
63742	LOC_Os01g74250.1	4
63743	LOC_Os02g53835.1	4
63744	LOC_Os12g36270.1	4
63745	LOC_Os06g24150.1	4
63746	LOC_Os12g06860.1	4
63747	LOC_Os02g24950.1	4
63748	LOC_Os03g45820.1	4
63749	LOC_Os08g11870.1	4
63750	LOC_Os03g06420.3	4
63751	LOC_Os12g37090.1	4
63752	LOC_Os02g56480.1	4
63753	LOC_Os07g24300.1	4
63754	LOC_Os02g35540.1	4
63755	LOC_Os05g30020.1	4
63756	LOC_Os10g03080.1	4
63757	LOC_Os06g05650.1	4
63758	LOC_Os06g02810.1	4
63759	LOC_Os08g08380.1	4
63760	LOC_Os02g30930.1	4
63761	LOC_Os12g17770.1	4
63762	LOC_Os12g02410.1	4
63763	LOC_Os04g14500.1	4
63764	LOC_Os07g35030.1	4
63765	LOC_Os01g10160.1	4
63766	LOC_Os07g03700.1	4
63767	LOC_Os03g13579.1	4
63768	LOC_Os01g38660.1	4
63769	LOC_Os04g33140.1	4
63770	LOC_Os01g53830.1	4
63771	LOC_Os12g17830.2	4
63772	LOC_Os05g41740.1	4
63773	LOC_Os02g31074.1	4
63774	LOC_Os01g39840.2	4
63775	LOC_Os06g04722.1	4
63776	LOC_Os11g20170.1	4
63777	LOC_Os03g49410.1	4
63778	LOC_Os03g19080.2	4
63779	LOC_Os07g26890.1	4
63780	LOC_Os07g04780.1	4
63781	LOC_Os07g11780.1	4
63782	LOC_Os09g02120.1	4
63783	LOC_Os08g20120.1	4
63784	LOC_Os01g71370.1	4
63785	LOC_Os06g33120.1	4
63786	LOC_Os12g32600.1	4
63787	LOC_Os01g09970.1	4
63788	LOC_Os08g20820.1	4
63789	LOC_Os02g08040.1	4
63790	LOC_Os06g46650.1	4
63791	LOC_Os11g42740.1	4
63792	LOC_Os05g20110.1	4
63793	LOC_Os02g51220.1	4
63794	LOC_Os05g28450.1	4
63795	LOC_Os01g47460.2	4
63796	LOC_Os10g07380.1	4
63797	LOC_Os10g11870.1	4
63798	LOC_Os10g35444.1	4
63799	LOC_Os06g41020.1	4
63800	LOC_Os05g31370.1	4
63801	LOC_Os01g36950.4	4
63802	LOC_Os01g58230.1	4
63803	LOC_Os01g58700.1	4
63804	LOC_Os03g41339.1	4
63805	LOC_Os02g28860.1	4
63806	LOC_Os02g12480.3	4
63807	LOC_Os07g38550.1	4
63808	LOC_Os01g26320.1	4
63809	LOC_Os11g26690.1	4
63810	LOC_Os03g45779.1	4
63811	LOC_Os06g46630.1	4
63812	LOC_Os04g37890.1	4
63813	LOC_Os12g15222.3	4
63814	LOC_Os11g19660.1	4
63815	LOC_Os11g36070.1	4
63816	LOC_Os05g14870.1	4
63817	LOC_Os05g41550.5	4
63818	LOC_Os02g07080.1	4
63819	LOC_Os09g35550.1	4
63820	LOC_Os02g18170.1	4
63821	LOC_Os04g41770.1	4
63822	LOC_Os12g34830.1	4
63823	LOC_Os04g49685.1	4
63824	LOC_Os04g46444.1	4
63825	LOC_Os07g40150.1	4
63826	LOC_Os01g29100.1	4
63827	LOC_Os12g39410.1	4
63828	LOC_Os06g36050.1	4
63829	LOC_Os09g07620.1	4
63830	LOC_Os04g22940.1	4
63831	LOC_Os01g24200.1	4
63832	LOC_Os06g48665.1	4
63833	LOC_Os04g07540.1	4
63834	LOC_Os07g02860.1	4
63835	LOC_Os08g26700.1	4
63836	LOC_Os07g16730.1	4
63837	LOC_Os07g13180.1	4
63838	LOC_Os07g28180.1	4
63839	LOC_Os06g33590.1	4
63840	LOC_Os05g35930.1	4
63841	LOC_Os06g43980.1	4
63842	LOC_Os01g43110.1	4
63843	LOC_Os09g11770.1	4
63844	LOC_Os11g30360.1	4
63845	LOC_Os03g50020.1	4
63846	LOC_Os05g14980.1	4
63847	LOC_Os09g11330.1	4
63848	LOC_Os04g47470.1	4
63849	LOC_Os11g39960.1	4
63850	LOC_Os04g42040.1	4
63851	LOC_Os03g51890.1	4
63852	LOC_Os05g13700.1	4
63853	LOC_Os06g46040.1	4
63854	LOC_Os01g59950.1	4
63855	LOC_Os06g19890.1	4
63856	LOC_Os02g46410.1	4
63857	LOC_Os09g32992.1	4
63858	LOC_Os10g32690.1	4
63859	LOC_Os02g36749.1	4
63860	LOC_Os02g53510.1	4
63861	LOC_Os01g59030.1	4
63862	LOC_Os04g14240.1	4
63863	LOC_Os03g09960.1	4
63864	LOC_Os02g44132.2	4
63865	LOC_Os10g06980.1	4
63866	LOC_Os06g38880.1	4
63867	LOC_Os12g25880.1	4
63868	LOC_Os01g18530.1	4
63869	LOC_Os12g13840.1	4
63870	LOC_Os07g47850.1	4
63871	LOC_Os05g42400.1	4
63872	LOC_Os08g03579.1	4
63873	LOC_Os02g48750.1	4
63874	LOC_Os10g41160.1	4
63875	LOC_Os01g21450.3	4
63876	LOC_Os10g10310.1	4
63877	LOC_Os01g06040.1	4
63878	LOC_Os01g70470.1	4
63879	LOC_Os07g33770.1	4
63880	LOC_Os02g03700.1	4
63881	LOC_Os10g19810.1	4
63882	LOC_Os01g65050.1	4
63883	LOC_Os08g32560.1	4
63884	LOC_Os01g15560.1	4
63885	LOC_Os10g16840.1	4
63886	LOC_Os03g46840.1	4
63887	LOC_Os08g26630.1	4
63888	LOC_Os08g17530.1	4
63889	LOC_Os07g24150.1	4
63890	LOC_Os08g21710.1	4
63891	LOC_Os11g25370.1	4
63892	LOC_Os10g16620.1	4
63893	LOC_Os03g36640.1	4
63894	LOC_Os12g27670.1	4
63895	LOC_Os01g38880.1	4
63896	LOC_Os07g49060.1	4
63897	LOC_Os10g25280.1	4
63898	LOC_Os01g25090.1	4
63899	LOC_Os03g23850.1	4
63900	LOC_Os08g13600.1	4
63901	LOC_Os08g04880.1	4
63902	LOC_Os11g08060.1	4
63903	LOC_Os01g01440.1	4
63904	LOC_Os01g73620.1	4
63905	LOC_Os01g24490.1	4
63906	LOC_Os08g36370.1	4
63907	LOC_Os10g31320.1	4
63908	LOC_Os09g23490.1	4
63909	LOC_Os07g27060.1	4
63910	LOC_Os03g17260.1	4
63911	LOC_Os07g17560.1	4
63912	LOC_Os08g20070.1	4
63913	LOC_Os03g46780.1	4
63914	LOC_Os03g40360.1	4
63915	LOC_Os04g44790.1	4
63916	LOC_Os06g24060.1	4
63917	LOC_Os09g20420.1	4
63918	LOC_Os11g23210.1	4
63919	LOC_Os12g25720.1	4
63920	LOC_Os02g24470.1	4
63921	LOC_Os09g23170.1	4
63922	LOC_Os02g36860.1	4
63923	LOC_Os05g50860.1	4
63924	LOC_Os01g13020.1	4
63925	LOC_Os09g06190.1	4
63926	LOC_Os01g15790.4	4
63927	LOC_Os07g13480.1	4
63928	LOC_Os07g48380.1	4
63929	LOC_Os08g27520.1	4
63930	LOC_Os03g61580.1	4
63931	LOC_Os10g02610.1	4
63932	LOC_Os09g28530.1	4
63933	LOC_Os12g06550.1	4
63934	LOC_Os02g43880.1	4
63935	LOC_Os12g13860.1	4
63936	LOC_Os05g32980.1	4
63937	LOC_Os08g02560.1	4
63938	LOC_Os07g17350.1	4
63939	LOC_Os11g09830.1	4
63940	LOC_Os06g41240.1	4
63941	LOC_Os11g12630.1	4
63942	LOC_Os04g05120.1	4
63943	LOC_Os12g04204.1	4
63944	LOC_Os11g43340.1	4
63945	LOC_Os02g25890.1	4
63946	LOC_Os07g11580.1	4
63947	LOC_Os02g28670.1	4
63948	LOC_Os01g62680.1	4
63949	LOC_Os09g19960.1	4
63950	LOC_Os05g11760.1	4
63951	LOC_Os11g30940.1	4
63952	LOC_Os01g47630.1	4
63953	LOC_Os01g34460.1	4
63954	LOC_Os11g08820.1	4
63955	LOC_Os02g26680.1	4
63956	LOC_Os08g09580.1	4
63957	LOC_Os09g06550.1	4
63958	LOC_Os01g24770.1	4
63959	LOC_Os01g63500.1	4
63960	LOC_Os06g50520.2	4
63961	LOC_Os03g41150.1	4
63962	LOC_Os03g48710.1	4
63963	LOC_Os09g34000.4	4
63964	LOC_Os07g28170.1	4
63965	LOC_Os04g37810.2	4
63966	LOC_Os11g04090.1	4
63967	LOC_Os06g51400.2	4
63968	LOC_Os01g46010.1	4
63969	LOC_Os10g07320.1	4
63970	LOC_Os01g35950.1	4
63971	LOC_Os07g17600.1	4
63972	LOC_Os11g04790.1	4
63973	LOC_Os09g11710.1	4
63974	LOC_Os07g37490.1	4
63975	LOC_Os02g14350.1	4
63976	LOC_Os01g14290.1	4
63977	LOC_Os07g26440.1	4
63978	LOC_Os04g22160.1	4
63979	LOC_Os09g35590.1	4
63980	LOC_Os08g23490.1	4
63981	LOC_Os04g23010.1	4
63982	LOC_Os12g16550.1	4
63983	LOC_Os12g19100.1	4
63984	LOC_Os01g39230.1	4
63985	LOC_Os04g41790.1	4
63986	LOC_Os02g21925.1	4
63987	LOC_Os02g40540.1	4
63988	LOC_Os03g29370.1	4
63989	LOC_Os12g12460.1	4
63990	LOC_Os05g30380.1	4
63991	LOC_Os02g16900.1	4
63992	LOC_Os06g16270.1	4
63993	LOC_Os03g61070.1	4
63994	LOC_Os04g28900.1	4
63995	LOC_Os08g08690.1	4
63996	LOC_Os11g46110.1	4
63997	LOC_Os08g13830.1	4
63998	LOC_Os02g58380.1	4
63999	LOC_Os10g18470.1	4
64000	LOC_Os07g39300.1	4
64001	LOC_Os03g29045.1	4
64002	LOC_Os03g35440.1	4
64003	LOC_Os05g13680.1	4
64004	LOC_Os06g51520.2	4
64005	LOC_Os04g22440.1	4
64006	LOC_Os01g19940.1	4
64007	LOC_Os05g22580.1	4
64008	LOC_Os11g45820.1	4
64009	LOC_Os09g24720.1	4
64010	LOC_Os07g20410.1	4
64011	LOC_Os07g12100.1	4
64012	LOC_Os01g49370.1	4
64013	LOC_Os09g27410.1	4
64014	LOC_Os12g40930.1	4
64015	LOC_Os02g50400.1	4
64016	LOC_Os09g04140.1	4
64017	LOC_Os10g03260.1	4
64018	LOC_Os05g23330.1	4
64019	LOC_Os08g19800.1	4
64020	LOC_Os12g34230.1	4
64021	LOC_Os04g51794.2	4
64022	LOC_Os02g55670.4	4
64023	LOC_Os07g26440.3	4
64024	LOC_Os01g18490.1	4
64025	LOC_Os01g29830.2	4
64026	LOC_Os04g26520.1	4
64027	LOC_Os03g22760.1	4
64028	LOC_Os08g35665.1	4
64029	LOC_Os06g36550.1	4
64030	LOC_Os04g54310.1	4
64031	LOC_Os01g68740.1	4
64032	LOC_Os09g04000.1	4
64033	LOC_Os01g21450.1	4
64034	LOC_Os09g25865.1	4
64035	LOC_Os01g24730.1	4
64036	LOC_Os09g21050.1	4
64037	LOC_Os04g21710.1	4
64038	LOC_Os08g08170.1	4
64039	LOC_Os01g13390.1	4
64040	LOC_Os12g12080.2	4
64041	LOC_Os02g33900.1	4
64042	LOC_Os07g08080.1	4
64043	LOC_Os04g43080.1	4
64044	LOC_Os08g04580.1	4
64045	LOC_Os01g40310.1	4
64046	LOC_Os02g28360.1	4
64047	LOC_Os11g18640.1	4
64048	LOC_Os03g47320.1	4
64049	LOC_Os12g04250.1	3
64050	LOC_Os05g11428.1	3
64051	LOC_Os04g52930.1	3
64052	LOC_Os04g09790.1	3
64053	LOC_Os03g11390.1	3
64054	LOC_Os03g10380.1	3
64055	LOC_Os12g05040.5	3
64056	LOC_Os10g30900.1	3
64057	LOC_Os04g08812.1	3
64058	LOC_Os06g22660.1	3
64059	LOC_Os06g22940.1	3
64060	LOC_Os04g10600.1	3
64061	LOC_Os06g22990.1	3
64062	LOC_Os05g10850.1	3
64063	LOC_Os09g01210.1	3
64064	LOC_Os06g03430.1	3
64065	LOC_Os04g52740.1	3
64066	LOC_Os03g10590.1	3
64067	LOC_Os07g15400.1	3
64068	LOC_Os06g03370.1	3
64069	LOC_Os04g10030.1	3
64070	LOC_Os11g19130.1	2
64071	LOC_Os03g19580.1	2
64072	LOC_Os08g08440.1	2
64073	LOC_Os01g22990.1	2
64074	LOC_Os10g31300.1	2
64075	LOC_Os07g14500.1	2
64076	LOC_Os12g07100.1	2
64077	LOC_Os12g43290.1	2
64078	LOC_Os06g13710.1	2
64079	LOC_Os11g24660.1	2
64080	LOC_Os03g12550.2	2
64081	LOC_Os04g01820.1	2
64082	LOC_Os06g18910.1	2
64083	LOC_Os09g03640.1	2
64084	LOC_Os01g05350.1	2
64085	LOC_Os12g13680.1	2
64086	LOC_Os03g19540.1	2
64087	LOC_Os10g21660.1	2
64088	LOC_Os06g48700.1	2
64089	LOC_Os03g40290.1	2
64090	LOC_Os05g46670.1	2
64091	LOC_Os05g16054.1	2
64092	LOC_Os09g08400.1	2
64093	LOC_Os04g31660.1	2
64094	LOC_Os02g44540.3	2
64095	LOC_Os09g28090.1	2
64096	LOC_Os10g02200.1	2
64097	LOC_Os08g10304.1	2
64098	LOC_Os09g34110.1	2
64099	LOC_Os01g23830.1	2
64100	LOC_Os01g41180.1	2
64101	LOC_Os08g19840.1	2
64102	LOC_Os02g45730.1	2
64103	LOC_Os11g43490.1	2
64104	LOC_Os09g03530.1	2
64105	LOC_Os03g17040.1	2
64106	LOC_Os08g19340.1	2
64107	LOC_Os10g42560.1	2
64108	LOC_Os11g08850.1	2
64109	LOC_Os01g49340.1	2
64110	LOC_Os05g32920.1	2
64111	LOC_Os10g11160.1	2
64112	LOC_Os02g49240.1	2
64113	LOC_Os04g45410.1	2
64114	LOC_Os12g11160.1	2
64115	LOC_Os09g03820.1	2
64116	LOC_Os07g19110.1	2
64117	ChrUn.fgenesh.mRNA.25	2
64118	LOC_Os10g12720.1	2
64119	LOC_Os12g42930.1	2
64120	LOC_Os03g47100.1	2
64121	LOC_Os09g20190.1	2
64122	LOC_Os08g13940.1	2
64123	LOC_Os07g24890.1	2
64124	LOC_Os03g07390.1	2
64125	LOC_Os08g40420.2	2
64126	LOC_Os06g35670.1	2
64127	LOC_Os07g16210.1	2
64128	LOC_Os01g63790.1	2
64129	LOC_Os10g02020.1	2
64130	LOC_Os07g30280.1	2
64131	LOC_Os06g39890.1	2
64132	LOC_Os08g19210.1	2
64133	LOC_Os09g37130.1	2
64134	LOC_Os11g19360.1	2
64135	LOC_Os06g21430.1	2
64136	ChrUn.fgenesh.mRNA.65	2
64137	LOC_Os02g42090.1	2
64138	LOC_Os07g32210.1	2
64139	LOC_Os05g34970.1	2
64140	LOC_Os05g02440.1	2
64141	LOC_Os03g44870.1	2
64142	LOC_Os04g11940.1	2
64143	LOC_Os06g12550.1	2
64144	LOC_Os04g49080.1	2
64145	LOC_Os03g46940.1	2
64146	LOC_Os11g40249.4	2
64147	LOC_Os04g02340.1	2
64148	LOC_Os05g16380.1	2
64149	LOC_Os01g53970.1	2
64150	LOC_Os04g21900.1	2
64151	LOC_Os11g34640.1	2
64152	LOC_Os01g09180.1	2
64153	LOC_Os06g15350.1	2
64154	LOC_Os06g08420.1	2
64155	LOC_Os04g48380.1	2
64156	LOC_Os05g48610.1	2
64157	LOC_Os05g14690.1	2
64158	LOC_Os02g46110.1	2
64159	LOC_Os10g29690.1	2
64160	LOC_Os06g23330.1	2
64161	LOC_Os06g45060.1	2
64162	LOC_Os05g16610.1	2
64163	LOC_Os12g37210.1	2
64164	LOC_Os07g39930.1	2
64165	LOC_Os06g15880.1	2
64166	LOC_Os10g24200.1	2
64167	LOC_Os12g14920.1	2
64168	LOC_Os03g58450.1	2
64169	LOC_Os11g25874.1	2
64170	LOC_Os01g04610.1	2
64171	LOC_Os04g18550.1	2
64172	LOC_Os06g06980.3	2
64173	LOC_Os11g23242.1	2
64174	LOC_Os12g35840.1	2
64175	LOC_Os04g44140.1	2
64176	LOC_Os03g51640.1	2
64177	LOC_Os01g42700.4	2
64178	LOC_Os06g51520.4	2
64179	LOC_Os03g08820.1	2
64180	LOC_Os08g09680.1	2
64181	LOC_Os03g46820.1	2
64182	LOC_Os12g11270.1	2
64183	LOC_Os02g12170.1	2
64184	LOC_Os06g17690.1	2
64185	LOC_Os10g22180.1	2
64186	LOC_Os01g48640.1	2
64187	LOC_Os03g32302.1	2
64188	LOC_Os12g21784.1	2
64189	LOC_Os06g21090.1	2
64190	LOC_Os11g17870.1	2
64191	LOC_Os06g41540.1	2
64192	LOC_Os01g67910.1	2
64193	LOC_Os08g23210.1	2
64194	LOC_Os11g07430.1	2
64195	LOC_Os10g01260.1	2
64196	LOC_Os07g31910.1	2
64197	LOC_Os06g18980.1	2
64198	LOC_Os10g29880.1	2
64199	LOC_Os05g33290.1	2
64200	LOC_Os01g07320.1	2
64201	LOC_Os10g20360.1	2
64202	LOC_Os04g06020.1	2
64203	LOC_Os06g32340.1	2
64204	LOC_Os11g41420.1	2
64205	LOC_Os03g31950.1	2
64206	LOC_Os01g65360.1	2
64207	LOC_Os02g30560.1	2
64208	LOC_Os11g06790.1	2
64209	LOC_Os02g42340.1	2
64210	LOC_Os04g26450.1	2
64211	LOC_Os12g24500.1	2
64212	LOC_Os08g17710.1	2
64213	LOC_Os03g04670.1	2
64214	LOC_Os01g68730.1	2
64215	LOC_Os11g17880.1	2
